record_id,system_name,system_type,state_or_region,latitude,longitude,coordinate_status,ecological_region,annual_rainfall_mm_est,soil_type,water_harvesting_principle,cultural_environmental_reason,primary_purpose,advantages,current_condition,maintenance_model,revival_efforts,government_initiatives,groundwater_recharge_potential,water_storage_type,community_management,climate_resilience_score,sustainability_score,data_source_type,contributor,image_url,contextual_details,source_reference,cluster,cluster_name
IWMS133,Bamboo Drip Irrigation - representative site 133,Bamboo Drip Irrigation,Meghalaya,25.60458,91.95245,Representative regional coordinate - VERIFY before publication,Humid mountain,2171,Mountain/lateritic,Bamboo channels convey small controlled flows from springs/streams,steep terrain; smallholder agriculture,Smallholder irrigation,low-cost; gravity-fed; precise delivery,Partially functional,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Integrated,Unknown,82.2,55.3,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,2,Cluster 2 - Very High Rainfall
IWMS134,Kere - representative site 134,Kere,Karnataka,15.41169,75.74432,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,815,Red/black/alluvial,Village tank stores runoff for irrigation and recharge,seasonal rainfall; agriculture,Irrigation / recharge,storage; recharge; flood moderation,Needs restoration,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Channel/diversion,Unknown,80.3,65.5,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS135,Kalyani - representative site 135,Kalyani,Karnataka,15.39112,75.73194,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,830,Red/black/alluvial,Masonry temple tank stores rain/runoff and interacts with groundwater,temple/community use; seasonal water,Community/cultural water,storage; cultural use; recharge,Functional,Heritage/site management,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Surface,High,69.7,83.3,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS136,Katta - representative site 136,Katta,Karnataka,15.2689,75.74472,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,696,Red/black/alluvial,Small check dam slows and stores stream/runoff,seasonal streams; agriculture,Irrigation / recharge,recharge; irrigation; low cost,Unknown,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Surface,Unknown,91.4,72.5,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS137,Eri - representative site 137,Eri,Tamil Nadu,11.1472,78.58518,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,893,Red/black/alluvial,Interconnected tank network stores monsoon runoff and releases it for irrigation,seasonal monsoon; agriculture,Irrigation / recharge,storage; recharge; flood moderation,Partially functional,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Underground,High,75.2,74.4,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS138,Oorani - representative site 138,Oorani,Tamil Nadu,11.05141,78.59946,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,874,Red/black/alluvial,Village pond collects and stores rainwater,drinking/community water needs,Drinking water / community use,local storage; recharge,Partially functional,Heritage/site management,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Underground,Unknown,71.4,64.7,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS139,Surangam - representative site 139,Surangam,Kerala,10.81121,76.29349,Representative regional coordinate - VERIFY before publication,Humid lateritic,2485,Lateritic,Horizontal groundwater tunnel drains water by gravity,lateritic hills; spring/groundwater access,Domestic water / irrigation,gravity supply; low evaporation; low energy,Needs restoration,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Channel/diversion,Low,65.1,47.7,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,3,Cluster 3 - Very High Rainfall
IWMS140,Korambu - representative site 140,Korambu,Kerala,10.93438,76.38146,Representative regional coordinate - VERIFY before publication,Humid monsoon,2107,Lateritic/alluvial,Temporary river-bank barrier diverts water toward fields,seasonal river flow; paddy farming,Paddy irrigation,low-cost diversion; irrigation,Functional,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Underground,Unknown,60.2,80.0,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,3,Cluster 3 - Very High Rainfall
IWMS141,Phad - representative site 141,Phad,Maharashtra,19.80012,75.61033,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,936,Red/black/alluvial,Diversion weir and channel network distributes river water to farm blocks,seasonal rivers; community irrigation,Irrigation,gravity irrigation; shared allocation,Needs restoration,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Integrated,High,80.8,59.5,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,6,Cluster 6 - Moderate Rainfall
IWMS142,Bhandara - representative site 142,Bhandara,Maharashtra,19.73162,75.67684,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,835,Red/black/alluvial,Low diversion structure raises/diverts river water,seasonal river flows; agriculture,Irrigation,simple diversion; gravity irrigation,Partially functional,Local body/department,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Channel/diversion,Moderate,64.1,64.4,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,6,Cluster 6 - Moderate Rainfall
IWMS143,Ramtek Model - representative site 143,Ramtek Model,Maharashtra,19.66302,75.60852,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,701,Red/black/alluvial,Tank cascade/catchment management stores and transfers runoff,monsoon variability; agriculture,Irrigation / recharge,storage cascade; recharge; runoff control,Functional,Heritage/site management,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Integrated,Moderate,78.9,88.3,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,6,Cluster 6 - Moderate Rainfall
IWMS144,Pat System - representative site 144,Pat System,Madhya Pradesh,23.17702,77.3334,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,734,Red/black/alluvial,Small diversion structures route streamwater through channels to fields,hilly terrain; seasonal streams,Irrigation,gravity irrigation; low energy,Unknown,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Groundwater-linked,Unknown,79.4,70.4,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,6,Cluster 6 - Moderate Rainfall
IWMS145,Chandela/Bundela Tank - representative site 145,Chandela/Bundela Tank,Madhya Pradesh,23.32057,77.47811,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,769,Red/black/alluvial,Large historic tanks capture monsoon runoff,Bundelkhand seasonality and agriculture,Irrigation / community water,storage; recharge; drought buffering,Partially functional,Heritage/site management,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Channel/diversion,Moderate,69.7,80.6,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,6,Cluster 6 - Moderate Rainfall
IWMS146,Virda - representative site 146,Virda,Gujarat,22.36731,71.30627,Representative regional coordinate - VERIFY before publication,Arid/coastal,536,Sandy/saline,Freshwater lenses in sandy terrain are accessed through shallow pits,Kutch water scarcity and saline surroundings,Drinking water,local freshwater access; simple construction,Unknown,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Groundwater-linked,Moderate,89.9,68.3,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS147,Karez - representative site 147,Karez,Rajasthan,26.14252,72.99534,Representative regional coordinate - VERIFY before publication,Arid,345,Sandy/loamy,Underground gallery conveys groundwater by gravity,arid climate; evaporation reduction,Domestic water / irrigation,gravity supply; low evaporation,Functional,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",High,Groundwater-linked,Low,73.0,81.2,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,0,Cluster 0 - Low Rainfall
IWMS148,Zing - representative site 148,Zing,Ladakh,34.1532,77.65945,Representative regional coordinate - VERIFY before publication,Cold arid,91,Sandy/gravelly,Small storage collects seasonal glacial/snowmelt water,cold-arid agriculture dependent on meltwater,Agriculture / settlement water,seasonal storage; gravity distribution,Unknown,Heritage/site management,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Low,Channel/diversion,High,70.9,57.4,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,7,Cluster 7 - Moderate Rainfall
IWMS149,Cheruvu - representative site 149,Cheruvu,Telangana/Andhra Pradesh,16.46975,80.62268,Representative regional coordinate - VERIFY before publication,Semi-arid/Monsoon,691,Red/black/alluvial,Village tank stores runoff for irrigation/recharge,seasonal rainfall; agriculture,Irrigation / recharge,storage; recharge; flood moderation,Partially functional,Community-managed,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Surface,Low,86.7,64.1,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,1,Cluster 1 - Moderate Rainfall
IWMS150,Jackwell - representative site 150,Jackwell,Andaman & Nicobar,11.58302,92.68885,Representative regional coordinate - VERIFY before publication,Humid tropical,3349,Alluvial/lateritic,Tree/canopy runoff collected and conveyed to pits/wells,island settlements; heavy rainfall,Local water supply,simple collection; local supply,Partially functional,Unknown,"Documented restoration, desilting, repair, community revival or heritage conservation; site-specific action must be verified.","Potentially linked to state/local water conservation, watershed, irrigation, rural water-supply or heritage programmes; verify scheme for each site.",Moderate,Surface,High,55.8,65.6,Curated prototype / regional documentation,Prototype dataset - verify against primary source,https://commons.wikimedia.org/,"Starter/prototype record. Exact structure name, coordinates, condition, initiative and image should be verified from a primary source before academic publication.",India Water Portal traditional water-harvesting documentation; India Water Heritage Map; primary local/heritage records recommended for verification.,4,Cluster 4 - Very High Rainfall
